Estado,Cidade,Total_de_mortes,Populacao_inicial,Populacao_final
MG,Carbonita,5,9414,9405
MG,Careaçu,14,6792,6757
MG,Carlos Chagas,37,18674,18837
MG,Carmo da Cachoeira,15,12182,12170
MG,Carmo da Mata,10,11511,11476
MG,Carmo de Minas,23,14947,14859
MG,Carmo do Cajuru,52,22693,22478
MG,Carmo do Paranaíba,110,30334,30329
MG,Carmo do Rio Claro,61,21268,21225
MG,Carmésia,1,2646,2632
MG,Carmópolis de Minas,52,19559,19355
MG,Carneirinho,45,10066,10027
MG,Carrancas,10,4049,4047
MG,Carvalhos,2,4461,4478
MG,Carvalhópolis,7,3597,3579
MG,Casa Grande,4,2254,2257
MG,Cascalho Rico,4,3092,3075
MG,Cataguases,258,75540,75123
MG,Catas Altas,12,5421,5376
MG,Catas Altas da Noruega,4,3653,3641
MG,Catuji,7,6257,6311
MG,Catuti,4,4965,4986
MG,Caxambu,49,21610,21656
MG,Cedro do Abaeté,0,1157,1164
MG,Central de Minas,33,7046,7032
MG,Centralina,53,10346,10350
MG,Chalé,10,5699,5704
MG,Chapada Gaúcha,15,13953,13680
MG,Chapada do Norte,4,15345,15356
MG,Chiador,7,2671,2687
MG,Chácara,10,3186,3154
MG,Cipotânea,23,6799,6787
MG,Claraval,4,4853,4843
MG,Claro dos Poções,10,7514,7551
MG,Cláudio,65,28859,28617
MG,Coimbra,12,7594,7556
MG,Coluna,10,8841,8873
MG,Comendador Gomes,5,3120,3111
MG,Comercinho,6,6774,6929
MG,Conceição da Aparecida,10,10322,10292
MG,Conceição da Barra de Minas,5,3946,3954
MG,Conceição das Alagoas,139,28346,27893
MG,Conceição das Pedras,4,2813,2812
MG,Conceição de Ipanema,4,4578,4574
MG,Conceição do Mato Dentro,38,17503,17842
MG,Conceição do Pará,10,5533,5507
MG,Conceição do Rio Verde,25,13684,13638
MG,Conceição dos Ouros,35,11748,11638
MG,Confins,17,6800,6730
MG,Congonhal,30,12082,11950
MG,Congonhas,108,55309,54762
MG,Congonhas do Norte,3,5046,5045
MG,Conquista,15,6969,6939
MG,Conselheiro Lafaiete,279,129606,128589
MG,Conselheiro Pena,51,22949,22921
MG,Consolação,3,1784,1783
MG,Contagem,1875,668949,663855
MG,Coqueiral,23,9128,9159
MG,Coração de Jesus,20,26611,26602
MG,Cordisburgo,17,8897,8890
MG,Cordislândia,3,3542,3538
MG,Corinto,47,23668,23731
MG,Coroaci,13,9943,9991
MG,Coromandel,92,27966,27974
MG,Coronel Fabriciano,344,110290,109855
MG,Coronel Murta,7,9215,9222
MG,Coronel Pacheco,10,3090,3086
MG,Coronel Xavier Chaves,4,3441,3434
MG,Couto de Magalhães de Minas,6,4423,4410
MG,Cristais,30,12931,12798
MG,Cristiano Otoni,17,5156,5150
MG,Cristina,9,10226,10242
MG,Cristália,3,5982,5971
MG,Crisólita,3,6760,6704
MG,Crucilândia,8,5054,5034
MG,Cruzeiro da Fortaleza,7,3639,3626
MG,Cruzília,40,15474,15417
MG,Cuparaque,7,5005,4982
MG,Curral de Dentro,13,7799,7729
MG,Curvelo,266,80616,80129
MG,Cássia,58,17740,17740
MG,Córrego Danta,7,3191,3215
MG,Córrego Fundo,8,6382,6337
MG,Córrego Novo,14,2728,2771
MG,Córrego do Bom Jesus,8,3694,3704
MG,Cônego Marinho,2,7686,7642
MG,Datas,13,5421,5410
MG,Delfim Moreira,24,8016,8025
MG,Delfinópolis,12,7131,7114
MG,Delta,24,10768,10533
MG,Descoberto,10,5029,5013
MG,Desterro de Entre Rios,10,7255,7243
MG,Desterro do Melo,1,2884,2901
MG,Diamantina,97,47825,47723
MG,Diogo de Vasconcelos,1,3790,3802
MG,Dionísio,16,7609,7729
MG,Divino,37,19976,19931
MG,Divino das Laranjeiras,14,4974,4979
MG,Divinolândia de Minas,12,7614,7571
MG,Divinésia,8,3424,3417
MG,Divinópolis,623,240408,238230
MG,Divisa Alegre,10,6868,6786
MG,Divisa Nova,13,6025,6011
MG,Divisópolis,7,11211,11019
MG,Dom Bosco,9,3655,3677
MG,Dom Cavati,23,5048,5072
MG,Dom Joaquim,7,4451,4195
MG,Dom Silvério,14,5232,5237
MG,Dom Viçoso,4,2997,3001
MG,Dona Euzébia,15,6619,6572
MG,Dores de Campos,37,10223,10153
MG,Dores de Guanhães,9,5154,5169
MG,Dores do Indaiá,16,13427,13483
MG,Dores do Turvo,11,4230,4259
MG,Doresópolis,1,1533,1527
MG,Douradoquara,3,1912,1908
MG,Durandé,10,7870,7841
MG,Elói Mendes,62,28320,28076
MG,Engenheiro Caldas,29,11202,11134
MG,Engenheiro Navarro,8,7241,7242
MG,Entre Folhas,11,5377,5370
MG,Entre Rios de Minas,22,15380,15298
MG,Ervália,35,18958,18895
MG,Esmeraldas,144,71551,70552
MG,Espera Feliz,39,25122,24951
MG,Espinosa,43,31610,31617
MG,Espírito Santo do Dourado,16,4710,4692
MG,Estiva,25,11386,11354
MG,Estrela Dalva,8,2325,2343
MG,Estrela do Indaiá,0,3491,3500
MG,Estrela do Sul,21,8018,7978
MG,Eugenópolis,20,11330,11275
MG,Ewbank da Câmara,14,3923,3913
MG,Extrema,130,36951,36225
MG,Fama,1,2376,2377
MG,Faria Lemos,6,3221,3241
MG,Felisburgo,16,7504,7457
MG,Felixlândia,25,15433,15336
MG,Felício dos Santos,5,4704,4753
MG,Fernandes Tourinho,12,3466,3431
MG,Ferros,11,9696,9820
MG,Fervedouro,19,11054,11006
MG,Florestal,13,7533,7461
MG,Formiga,243,67822,67683
MG,Formoso,9,9688,9562
MG,Fortaleza de Minas,7,4437,4412
MG,Fortuna de Minas,2,2967,2947
MG,Francisco Badaró,4,10321,10332
MG,Francisco Dumont,6,5242,5215
MG,Francisco Sá,46,26369,26277
MG,Franciscópolis,3,5338,5391
MG,Frei Gaspar,14,5869,5880
MG,Frei Inocêncio,27,9664,9611
MG,Frei Lagonegro,5,3487,3478
MG,Fronteira,65,18492,18103
MG,Fronteira dos Vales,10,4561,4581
MG,Fruta de Leite,3,5299,5369
MG,Frutal,279,60012,59496
MG,Funilândia,9,4392,4349
MG,Galiléia,21,6790,6817
MG,Gameleiras,5,5096,5109
MG,Glaucilândia,7,3164,3150
MG,Goiabeira,8,3378,3353
MG,Goianá,6,3990,3966
MG,Gonzaga,16,6171,6158
MG,Gonçalves,8,4355,4350
MG,Gouveia,34,11818,11825
MG,Governador Valadares,1245,281046,279885
MG,Grupiara,3,1387,1388
MG,Grão Mogol,12,15890,15836
MG,Guanhães,47,34573,34319
MG,Guapé,39,14258,14245
MG,Guaraciaba,31,10315,10324
MG,Guaraciama,5,4989,4972
MG,Guarani,7,8918,8911
MG,Guaranésia,36,19017,19021
MG,Guarará,18,3775,3796
MG,Guarda-Mor,13,6569,6580
MG,Guaxupé,154,52078,51917
MG,Guidoval,19,7051,7078
MG,Guimarânia,17,8105,8039
MG,Guiricema,32,8343,8392
MG,Gurinhatã,5,5577,5639
MG,Heliodora,16,6591,6558
MG,Iapu,36,11045,11004
MG,Ibertioga,12,5010,5021
MG,Ibiaí,10,8437,8395
MG,Ibiracatu,2,5369,5400
MG,Ibiraci,25,13986,13828
MG,Ibirité,392,182153,180204
MG,Ibitiúra de Minas,5,3492,3488
MG,Ibituruna,1,2996,2989
MG,Ibiá,53,25358,25199
MG,Icaraí de Minas,3,12097,11990
MG,Igarapé,104,43817,43045
MG,Igaratinga,15,11005,10860
MG,Iguatama,10,7923,7947
MG,Ijaci,14,6610,6550
MG,Ilicínea,28,12444,12375
MG,Imbé de Minas,7,6940,6903
MG,Importados/Indefinidos,369,0,0
MG,Inconfidentes,12,7358,7328
MG,Indaiabira,1,7339,7351
MG,Indianópolis,7,6951,6891
MG,Ingaí,7,2776,2767
MG,Inhapim,63,24079,24140
MG,Inhaúma,22,6312,6271
MG,Inimutaba,17,7560,7515
MG,Ipaba,51,18769,18607
MG,Ipanema,66,20000,19861
MG,Ipatinga,910,265409,263410
MG,Ipiaçu,6,4225,4221
MG,Ipuiúna,42,10118,10079
MG,Iraí de Minas,14,7027,6987
MG,Itabira,374,120904,120060
MG,Itabirinha,39,11576,11512
MG,Itabirito,158,52446,51875
MG,Itacambira,3,5417,5385
MG,Itacarambi,17,18164,18153
MG,Itaguara,33,13435,13358
MG,Itaipé,6,12836,12760
MG,Itajubá,419,97334,96869
MG,Itamarandiba,28,34936,34735
MG,Itamarati de Minas,4,4375,4355
MG,Itambacuri,26,23209,23211
MG,Itambé do Mato Dentro,5,2056,2081
MG,Itamogi,45,10157,10192
MG,Itamonte,42,15714,15579
MG,Itanhandu,57,15423,15331
MG,Itanhomi,26,12244,12228
MG,Itaobim,53,21029,21062
MG,Itapagipe,61,15379,15243
MG,Itapecerica,36,21761,21762
MG,Itapeva,38,9881,9783
MG,Itatiaiuçu,34,11252,11146
MG,Itaverava,3,5369,5419
MG,Itaú de Minas,36,16199,16108
MG,Itaúna,271,93847,93214
MG,Itinga,15,15022,14990
MG,Itueta,4,6063,6051
MG,Ituiutaba,440,105255,104671
MG,Itumirim,8,6000,6023
MG,Iturama,234,39690,39263
MG,Itutinga,3,3768,3788
MG,Jaboticatubas,43,20418,20143
MG,Jacinto,19,12323,12326
MG,Jacutinga,50,26264,25979
MG,Jacuí,36,7691,7686
MG,Jaguaraçu,11,3142,3133
MG,Jampruca,5,5429,5404
MG,Janaúba,140,72018,71648
MG,Januária,78,67852,67742
MG,Japaraíba,7,4384,4350
MG,Japonvar,5,7982,7969
MG,Jaíba,62,39388,38909
MG,Jeceaba,8,4852,4912
MG,Jenipapo de Minas,5,7738,7692
MG,Jequeri,23,12315,12386
MG,Jequitaí,9,7468,7531
MG,Jequitibá,10,5207,5211
MG,Jequitinhonha,20,25474,25391
MG,Jesuânia,10,4780,4787
MG,Joanésia,18,4476,4573
MG,Joaquim Felício,4,4727,4695
MG,Joaíma,44,15455,15432
MG,Jordânia,14,10842,10812
MG,Josenópolis,3,4889,4867
MG,José Gonçalves de Minas,1,4487,4501
MG,José Raydan,2,5050,4995
MG,João Monlevade,243,80416,79910
MG,João Pinheiro,104,47726,47452
MG,Juatuba,79,27392,26946
MG,Juiz de Fora,1966,573285,568873
MG,Juramento,3,4345,4331
MG,Juruaia,22,10681,10563
MG,Juvenília,6,5715,5724
MG,Ladainha,9,18193,18111
MG,Lagamar,14,7600,7613
MG,Lagoa Dourada,14,13063,13009
MG,Lagoa Formosa,64,18111,18052
MG,Lagoa Grande,30,9608,9532
MG,Lagoa Santa,125,65657,64527
MG,Lagoa da Prata,162,52711,52165
MG,Lagoa dos Patos,2,4082,4102
MG,Lajinha,41,19918,19923
MG,Lambari,38,20907,20814
MG,Lamim,3,3379,3391
MG,Laranjal,27,6833,6810
MG,Lassance,6,6503,6512
MG,Lavras,171,104783,103773
MG,Leandro Ferreira,8,3226,3229
MG,Leme do Prado,3,4920,4918
MG,Leopoldina,163,52640,52587
MG,Liberdade,8,5031,5069
MG,Lima Duarte,49,16724,16698
MG,Limeira do Oeste,36,7589,7536
MG,Lontra,10,9714,9661
MG,Luisburgo,16,6258,6266
MG,Luislândia,2,6718,6699
MG,Luminárias,12,5438,5446
MG,Luz,37,18257,18215
MG,Machacalis,12,7111,7111
MG,Machado,97,42413,42133
MG,Madre de Deus de Minas,11,5109,5098
MG,Malacacheta,27,18602,18650
MG,Mamonas,6,6554,6543
MG,Manga,17,18226,18407
MG,Manhuaçu,221,91169,90229
MG,Manhumirim,44,22802,22707
MG,Mantena,78,27647,27644
MG,Mar de Espanha,36,12901,12814
MG,Maravilhas,7,8046,7976
MG,Maria da Fé,41,14056,14095
MG,Mariana,100,61288,60724
MG,Marilac,11,4097,4115
MG,Maripá de Minas,12,2987,2973
MG,Marliéria,17,4034,4039
MG,Marmelópolis,7,2728,2755
MG,Martinho Campos,33,13443,13388
MG,Martins Soares,12,8531,8417
MG,Mata Verde,8,8644,8586
MG,Materlândia,1,4436,4459
MG,Mateus Leme,87,31364,31086
MG,Mathias Lobato,12,3179,3203
MG,Matias Barbosa,58,14548,14468
MG,Matias Cardoso,12,11260,11157
MG,Matipó,35,19005,18908
MG,Mato Verde,15,12412,12459
MG,Matozinhos,106,38151,37820
MG,Matutina,5,3741,3749
MG,Medeiros,2,3832,3802
MG,Medina,26,20759,20820
MG,Mendes Pimentel,9,6446,6446
MG,Mercês,21,10758,10739
MG,Mesquita,6,5546,5605
MG,Minas Novas,25,31497,31484
MG,Minduri,8,3893,3894
MG,Mirabela,19,13620,13589
MG,Miradouro,14,10787,10754
MG,Miravânia,2,4914,4888
MG,Miraí,18,15111,15014
MG,Moeda,13,4934,4919
MG,Moema,12,7554,7517
MG,Monjolos,2,2202,2220
MG,Monsenhor Paulo,8,8727,8688
MG,Montalvânia,18,14747,14877
MG,Monte Alegre de Minas,41,21236,21120
MG,Monte Azul,31,20696,20854
MG,Monte Belo,35,13152,13166
MG,Monte Carmelo,172,47931,47809
MG,Monte Formoso,6,4923,4906
MG,Monte Santo de Minas,53,21513,21524
MG,Monte Sião,36,24029,23803
MG,Montes Claros,967,413487,409341
MG,Montezuma,5,8315,8249
MG,Morada Nova de Minas,12,8910,8863
MG,Morro da Garça,9,2437,2462
MG,Morro do Pilar,4,3153,3182
MG,Munhoz,14,5994,6029
MG,Muriaé,328,109392,108763
MG,Mutum,37,26961,26979
MG,Muzambinho,36,20545,20569
MG,Mário Campos,53,15619,15416
MG,Nacip Raydan,7,3220,3220
MG,Nanuque,127,40665,40750
MG,Naque,22,7051,6996
MG,Natalândia,6,3308,3311
MG,Natércia,8,4728,4730
MG,Nazareno,9,8660,8608
MG,Nepomuceno,44,26826,26769
MG,Ninheira,7,10326,10295
MG,Nova Belém,14,3128,3190
MG,Nova Era,52,17551,17578
MG,Nova Lima,227,96157,94889
MG,Nova Módica,17,3573,3600
MG,Nova Ponte,31,15800,15545
MG,Nova Porteirinha,8,7497,7500
MG,Nova Resende,30,16832,16723
MG,Nova Serrana,223,105520,102693
MG,Nova União,8,5732,5725
MG,Novo Cruzeiro,34,31335,31331
MG,Novo Oriente de Minas,17,10778,10755
MG,Novorizonte,4,5324,5299
MG,Olaria,2,1720,1747
MG,Olhos-d'Água,5,6171,6096
MG,Oliveira,78,41840,41687
MG,Oliveira Fortes,2,2130,2133
MG,Olímpio Noronha,3,2809,2787
MG,Onça de Pitangui,6,3152,3148
MG,Oratórios,13,4663,4655
MG,Orizânia,13,8079,8018
MG,Ouro Branco,56,39867,39500
MG,Ouro Fino,74,33791,33639
MG,Ouro Preto,128,74558,74281
MG,Ouro Verde de Minas,10,5914,5934
MG,Padre Carvalho,8,6423,6378
MG,Padre Paraíso,26,20252,20154
MG,Pai Pedro,2,6094,6089
MG,Paineiras,6,4462,4486
MG,Pains,9,8296,8283
MG,Paiva,3,1523,1529
MG,Palma,14,6611,6616
MG,Palmópolis,11,5349,5507
MG,Papagaios,22,15800,15674
MG,Paracatu,255,93862,93158
MG,Paraguaçu,48,21605,21513
MG,Paraisópolis,58,21221,21083
MG,Paraopeba,30,24700,24540
MG,Pará de Minas,262,94808,93969
MG,Passa Quatro,39,16393,16344
MG,Passa Tempo,7,8057,8084
MG,Passa Vinte,6,2031,2039
MG,Passabém,6,1633,1649
MG,Passos,312,115337,114679
MG,Patis,0,6002,5972
MG,Patos de Minas,555,153585,152488
MG,Patrocínio,243,91449,90757
MG,Patrocínio do Muriaé,11,5715,5684
MG,Paula Cândido,6,9584,9571
MG,Paulistas,5,4812,4830
MG,Pavão,11,8419,8450
MG,Pedra Azul,43,24329,24324
MG,Pedra Bonita,8,7128,7097
MG,Pedra Dourada,2,2532,2504
MG,Pedra do Anta,3,3005,3052
MG,Pedra do Indaiá,7,3974,3972
MG,Pedralva,14,11146,11195
MG,Pedras de Maria da Cruz,11,12212,12107
MG,Pedrinópolis,8,3643,3635
MG,Pedro Leopoldo,200,64712,64258
MG,Pedro Teixeira,0,1806,1807
MG,Pequeri,6,3330,3320
MG,Pequi,9,4432,4406
MG,Perdigão,14,11755,11506
MG,Perdizes,26,16321,16168
MG,Perdões,37,21485,21390
MG,Periquito,24,6773,6810
MG,Pescador,6,4256,4252
MG,Peçanha,26,17537,17541
MG,Piau,12,2733,2748
MG,Piedade de Caratinga,24,8702,8566
MG,Piedade de Ponte Nova,9,4140,4140
MG,Piedade do Rio Grande,10,4466,4497
MG,Piedade dos Gerais,5,5009,4982
MG,Pimenta,20,8688,8660
MG,Pingo-d'Água,11,4986,4941
MG,Pintópolis,4,7524,7507
MG,Piracema,15,6398,6409
MG,Pirajuba,27,6348,6199
MG,Piranga,35,17634,17626
MG,Piranguinho,48,8640,8596
MG,Piranguçu,15,5488,5472
MG,Pirapetinga,32,10772,10752
MG,Pirapora,92,56640,56428
MG,Piraúba,25,10759,10787
MG,Pitangui,98,28215,27989
MG,Piumhi,105,34918,34691
MG,Planura,48,12292,12133
MG,Pocrane,9,8359,8432
MG,Pompéu,52,32035,31812
MG,Ponte Nova,206,59875,59742
MG,Ponto Chique,13,4283,4261
MG,Ponto dos Volantes,21,12179,12121
MG,Porteirinha,62,37864,37906
MG,Porto Firme,15,11348,11279
MG,Poté,19,16616,16555
MG,Pouso Alegre,456,152549,150737
MG,Pouso Alto,26,5900,5940
MG,Poço Fundo,11,16846,16791
MG,Poços de Caldas,497,168641,167397
MG,Prados,19,9080,9031
MG,Prata,109,28017,27856
MG,Pratinha,3,3631,3603
MG,Pratápolis,25,8566,8603
MG,Presidente Bernardes,9,5341,5369
MG,Presidente Juscelino,5,3606,3641
MG,Presidente Kubitschek,6,3001,3002
MG,Presidente Olegário,33,19627,19573
MG,Prudente de Morais,22,10834,10733
MG,Quartel Geral,2,3584,3563
MG,Queluzito,5,1943,1939
MG,Raposos,43,16429,16354
MG,Raul Soares,59,23711,23762
MG,Recreio,18,10520,10517
MG,Reduto,11,7201,7154
MG,Resende Costa,22,11540,11500
MG,Resplendor,47,17396,17397
MG,Ressaquinha,11,4817,4808
MG,Riachinho,11,8134,8136
MG,Riacho dos Machados,8,9476,9481
MG,Ribeirão Vermelho,10,4047,4033
MG,Ribeirão das Neves,808,338197,334858
MG,Rio Acima,33,10420,10312
MG,Rio Casca,42,13473,13564
MG,Rio Doce,10,2620,2610
MG,Rio Espera,11,5402,5474
MG,Rio Manso,11,5879,5832
MG,Rio Novo,27,8957,8949
MG,Rio Paranaíba,29,12335,12313
MG,Rio Pardo de Minas,8,31045,30914
MG,Rio Piracicaba,28,14332,14339
MG,Rio Pomba,36,17959,17910
MG,Rio Preto,5,5485,5476
MG,Rio Vermelho,4,12739,12846
MG,Rio do Prado,7,5133,5150
MG,Ritápolis,13,4562,4604
MG,Rochedo de Minas,4,2320,2305
MG,Rodeiro,17,8224,8109
MG,Romaria,8,3520,3533
MG,Rosário da Limeira,6,4622,4594
MG,Rubelita,2,5798,5995
MG,Rubim,26,10256,10241
MG,Sabará,225,137125,136344
MG,Sabinópolis,20,15416,15470
MG,Sacramento,75,26374,26185
MG,Salinas,51,41699,41527
MG,Salto da Divisa,19,7012,7009
MG,Santa Bárbara,45,31604,31324
MG,Santa Bárbara do Leste,23,8181,8147
MG,Santa Bárbara do Monte Verde,10,3182,3150
MG,Santa Bárbara do Tugúrio,3,4407,4430
MG,Santa Cruz de Minas,23,8664,8604
MG,Santa Cruz de Salinas,3,4107,4142
MG,Santa Cruz do Escalvado,8,4725,4758
MG,Santa Efigênia de Minas,12,4381,4409
MG,Santa Fé de Minas,2,3826,3846
MG,Santa Helena de Minas,7,6386,6366
MG,Santa Juliana,50,14255,14003
MG,Santa Luzia,502,220444,219134
MG,Santa Margarida,28,16302,16208
MG,Santa Maria de Itabira,37,10857,10847
MG,Santa Maria do Salto,19,5217,5232
MG,Santa Maria do Suaçuí,21,14611,14615
MG,Santa Rita de Caldas,36,8924,8949
MG,Santa Rita de Ibitipoca,2,3402,3425
MG,Santa Rita de Jacutinga,9,4863,4884
MG,Santa Rita de Minas,14,7268,7212
MG,Santa Rita do Itueto,8,5457,5489
MG,Santa Rita do Sapucaí,80,43753,43260
MG,Santa Rosa da Serra,3,3357,3350
MG,Santa Vitória,51,19872,19742
MG,Santana da Vargem,13,7073,7100
MG,Santana de Cataguases,4,3891,3872
MG,Santana de Pirapama,20,7589,7642
MG,Santana do Deserto,14,3981,3976
MG,Santana do Garambéu,2,2476,2458
MG,Santana do Jacaré,11,4834,4821
MG,Santana do Manhuaçu,13,8667,8674
MG,Santana do Paraíso,116,35369,34663
MG,Santana do Riacho,4,4315,4295
MG,Santana dos Montes,0,3765,3777
MG,Santo Antônio do Amparo,19,18613,18525
MG,Santo Antônio do Aventureiro,20,3602,3602
MG,Santo Antônio do Grama,9,3886,3911
MG,Santo Antônio do Itambé,1,3799,3838
MG,Santo Antônio do Jacinto,15,11604,11640
MG,Santo Antônio do Monte,82,28427,28243
MG,Santo Antônio do Retiro,1,7297,7277
MG,Santo Antônio do Rio Abaixo,2,1760,1765
MG,Santo Hipólito,1,3065,3087
MG,Santos Dumont,124,46421,46487
MG,Sapucaí-Mirim,7,6989,6930
MG,Sardoá,10,6361,6300
MG,Sarzedo,77,33413,32752
MG,Sem-Peixe,5,2606,2633
MG,Senador Amaral,10,5361,5356
MG,Senador Cortes,2,2003,2005
MG,Senador Firmino,8,7858,7812
MG,Senador José Bento,6,1461,1502
MG,Senador Modestino Gonçalves,9,4105,4156
MG,Senhora de Oliveira,8,5786,5786
MG,Senhora do Porto,1,3519,3523
MG,Senhora dos Remédios,17,10467,10459
MG,Sericita,4,7333,7326
MG,Seritinga,2,1854,1851
MG,Serra Azul de Minas,0,4292,4293
MG,Serra da Saudade,0,776,781
MG,Serra do Salitre,41,11668,11582
MG,Serra dos Aimorés,10,8713,8699
MG,Serrania,22,7668,7669
MG,Serranos,0,1956,1963
MG,Serranópolis de Minas,2,4809,4781
MG,Serro,17,20940,20966
MG,Sete Lagoas,604,241835,239639
MG,Setubinha,3,12378,12258
MG,Silveirânia,3,2264,2261
MG,Silvianópolis,12,6248,6238
MG,Simonésia,40,19736,19633
MG,Simão Pereira,13,2618,2615
MG,Sobrália,17,5514,5553
MG,Soledade de Minas,8,6189,6151
MG,São Bento Abade,8,5349,5286
MG,São Brás do Suaçuí,6,3754,3738
MG,São Domingos das Dores,12,5658,5644
MG,São Domingos do Prata,24,17327,17359
MG,São Francisco,41,56477,56323
MG,São Francisco de Paula,11,6520,6527
MG,São Francisco de Sales,31,6274,6238
MG,São Francisco do Glória,6,4800,4844
MG,São Félix de Minas,3,3362,3369
MG,São Geraldo,27,12562,12366
MG,São Geraldo da Piedade,13,3910,3962
MG,São Geraldo do Baixio,7,4059,4012
MG,São Gonçalo do Abaeté,12,8459,8389
MG,São Gonçalo do Pará,23,12597,12411
MG,São Gonçalo do Rio Abaixo,26,11019,10920
MG,São Gonçalo do Rio Preto,5,3173,3167
MG,São Gonçalo do Sapucaí,62,25561,25449
MG,São Gotardo,90,35782,35469
MG,São Joaquim de Bicas,110,32148,31578
MG,São José da Barra,17,7480,7426
MG,São José da Lapa,45,24135,23766
MG,São José da Safira,13,4280,4268
MG,São José da Varginha,1,5079,5004
MG,São José do Alegre,7,4210,4196
MG,São José do Divino,3,3856,3860
MG,São José do Goiabal,15,5387,5420
MG,São José do Jacuri,3,6431,6453
MG,São José do Mantimento,3,2806,2791
MG,São João Batista do Glória,32,7498,7453
MG,São João Evangelista,18,15767,15774
MG,São João Nepomuceno,43,26447,26361
MG,São João da Lagoa,4,4932,4915
MG,São João da Mata,10,2746,2749
MG,São João da Ponte,23,25098,25165
MG,São João das Missões,7,13125,13014
MG,São João del Rei,226,90497,90082
MG,São João do Manhuaçu,29,11674,11559
MG,São João do Manteninha,12,5918,5859
MG,São João do Oriente,23,7444,7498
MG,São João do Pacuí,3,4448,4419
MG,São João do Paraíso,21,23709,23618
MG,São Lourenço,145,46202,45851
MG,São Miguel do Anta,14,6944,6938
MG,São Pedro da União,9,4610,4659
MG,São Pedro do Suaçuí,10,5202,5246
MG,São Pedro dos Ferros,15,7706,7781
MG,São Romão,7,12529,12337
MG,São Roque de Minas,19,7076,7051
MG,São Sebastião da Bela Vista,14,5552,5504
MG,São Sebastião da Vargem Alegre,4,3024,3007
MG,São Sebastião do Anta,11,6627,6555
MG,São Sebastião do Maranhão,3,9963,10044
MG,São Sebastião do Oeste,11,6863,6775
MG,São Sebastião do Paraíso,275,71445,70956
MG,São Sebastião do Rio Preto,2,1492,1506
MG,São Sebastião do Rio Verde,4,2250,2241
MG,São Tiago,17,10960,10941
MG,São Tomás de Aquino,24,7000,7021
MG,São Tomé das Letras,5,7120,7089
MG,São Vicente de Minas,8,7815,7753
MG,Tabuleiro,13,3708,3750
MG,Taiobeiras,36,34397,34132
MG,Taparuba,10,3101,3110
MG,Tapira,3,4832,4773
MG,Tapiraí,1,1872,1875
MG,Taquaraçu de Minas,9,4099,4077
MG,Tarumirim,41,14302,14326
MG,Teixeiras,27,11670,11661
MG,Teófilo Otoni,333,140937,140592
MG,Timóteo,336,90568,89842
MG,Tiradentes,19,8072,7981
MG,Tiros,14,6424,6480
MG,Tocantins,46,16715,16659
MG,Tocos do Moji,9,4109,4101
MG,Toledo,33,6297,6258
MG,Tombos,19,7850,8022
MG,Três Corações,262,80032,79482
MG,Três Marias,79,32716,32356
MG,Três Pontas,167,56940,56746
MG,Tumiritinga,12,6765,6732
MG,Tupaciguara,116,25398,25327
MG,Turmalina,21,20125,19964
MG,Turvolândia,13,5070,5040
MG,Ubaporanga,35,12493,12471
MG,Ubaí,1,12599,12533
MG,Uberaba,1312,337092,333783
MG,Uberlândia,3065,699097,691305
MG,Ubá,318,116797,115552
MG,Umburatiba,3,2596,2611
MG,Unaí,258,84930,84378
MG,União de Minas,7,4284,4304
MG,Uruana de Minas,2,3260,3264
MG,Urucuia,8,17173,16865
MG,Urucânia,27,10345,10358
MG,Vargem Alegre,17,6470,6480
MG,Vargem Bonita,4,2148,2153
MG,Vargem Grande do Rio Pardo,3,5026,5007
MG,Varginha,344,136602,135558
MG,Varjão de Minas,16,7138,7036
MG,Varzelândia,30,19305,19320
MG,Vazante,64,20642,20590
MG,Verdelândia,9,9443,9355
MG,Veredinha,1,5727,5720
MG,Vermelho Novo,9,4846,4839
MG,Veríssimo,10,4045,3999
MG,Vespasiano,194,129765,127601
MG,Vieiras,6,3589,3608
MG,Virgem da Lapa,6,13740,13752
MG,Virginópolis,9,10484,10510
MG,Virgolândia,9,5340,5380
MG,Virgínia,9,8663,8674
MG,Visconde do Rio Branco,118,42965,42564
MG,Viçosa,133,79388,78846
MG,Volta Grande,15,5261,5252
MG,Várzea da Palma,84,39803,39493
MG,Wenceslau Braz,5,2548,2552
MG,Água Boa,11,13523,13735
MG,Água Comprida,8,1992,1999
MG,Águas Formosas,33,19247,19207
MG,Águas Vermelhas,10,13599,13539
MS,Alcinópolis,9,5417,5343
MS,Amambai,83,39826,39396
MS,Anastácio,79,25237,25135
MS,Anaurilândia,15,9076,9035
MS,Angélica,20,10932,10780
MS,Antônio João,17,9020,8956
MS,Aparecida do Taboado,60,26069,25745
MS,Aquidauana,159,48029,47871
MS,Aral Moreira,15,12332,12149
MS,Bandeirantes,11,7266,6788
MS,Bataguassu,48,23325,23024
MS,Batayporã,26,11349,11329
MS,Bela Vista,31,24735,24629
MS,Bodoquena,18,7838,7875
MS,Bonito,72,22190,21976
MS,Brasilândia,25,11853,11872
MS,Caarapó,56,30593,30174
MS,Camapuã,32,13693,13711
MS,Campo Grande,3902,906092,895982
MS,Caracol,11,6182,6116
MS,Cassilândia,95,22002,21939
MS,Chapadão do Sul,75,25865,25218
MS,Corguinho,11,6054,5947
MS,Coronel Sapucaia,34,15352,15253
MS,Corumbá,460,112058,111435
MS,Costa Rica,76,21142,20823
